	label	cluster	numCommits	binFiles	imgFilePct	textFiles	textLines	cLinePct	c-plus-plusLinePct	configurationLinePct	dataLinePct	datascienceLinePct	goLinePct	interfaceLinePct	javascriptLinePct	jsonLinePct	latexLinePct	lockLinePct	localizationLinePct	markdownLinePct	sqlLinePct	swiftLinePct	txtLinePct	yarnLinePct
f6ded62e5af62c53f684ea3578b882a0655baa43		1	1811	0	0.0	25	2066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.83	3.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191aea6de924884f2c8a2d01bc1f1a48e5abfbe9		1	1811	0	0.0	41	1468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.81	22.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.24
226717dbae62b42411f13418870e97021a04833c		1	1811	0	0.0	7	101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.19	18.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5bad6c7b56ea57bba6ff64f2782f6a9f21f6c09b		1	1811	0	0.0	7	358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.86	75.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ea6ca8fc0526359125c42a0b68d2a78f4d2e11bf		1	1811	0	0.0	14	1561	0.0	0.0	0.0	0.0	0.0	11.59	1.02	8.71	78.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fcc8bc28968e228e1ac0e1dce4eb9e7949e5a619		1	1811	0	0.0	5	234	0.0	0.0	0.0	0.0	0.0	0.0	4.7	5.55	89.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47feefb028335e8024d58c34b8707b7f7a58c590		1	1811	0	0.0	14	197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.88	47.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1be35d87f498177e42aa3b5636ca83328cfa6c5c		1	1811	0	0.0	56	1908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.97	52.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.3
499c30739babd0734479411b6f8960cc7e0e678f		1	1811	0	0.0	7	144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29ed57e955b8beaf36b1047bdfcbfcaee257d48b		1	1811	0	0.0	16	320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.12	71.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a74ae9be7669a854974aecd28858fa97813cb5a4		1	1811	0	0.0	29	678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.97	74.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2124ff2c82b728c625bc287cbb916adf4d42f93f		1	1811	0	0.0	4	61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.65	39.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b4576f1a21763288299c0e1e11df5a4276933b53		1	1811	0	0.0	6	165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.81	38.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b5fae37dee2b812f55f5af9fa7f85cf787161a32		1	1811	0	0.0	14	248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.16	35.08	0.0	0.0	0.0	4.43	0.0	0.0	0.0	0.0
dfc2623de480cc77b87e00f1e916eb09e6659d94		1	1811	0	0.0	31	689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.95	21.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2d7aa9f063a9babea06d69209a722848017d02bb		1	1811	0	0.0	13	230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.56	40.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6fd9bb956d4f98f2c26e58f3bd12559ea5cf7ebf		1	1811	0	0.0	16	180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.55	69.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413d760d4137e8b906d449a0e9e38dcad4505a54		1	1811	0	0.0	54	211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.87	42.18	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0
11561f59aa51e2a752e56efac2e290d6810763bf		2	15555	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81d3d8fa2b62f7279aa4ba56655edb3dc09e621f		2	15555	0	0.0	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2ce56167378cb9fcec016bcfb3ece2a3c4634197		2	15555	0	0.0	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.66	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
92e6b2738b8f17150da857419a74a216f8eec271		2	15555	0	0.0	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50f9598efcdbff2a6d2dd1b45b60cb9ba3991cc1		2	15555	0	0.0	2	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	66.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40e5144b06969d72b3bd5f7d6141deb795da30ea		2	15555	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c579cbdf104ad68177a0fcaa34ff31e622e89ef5		2	15555	0	0.0	1	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3dedd78a4c1d783e6cdf93e2a521a3222acfd578		2	15555	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dc95d6d727444b4543ee3d0d17b82e6051a328f5		2	15555	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ae858dcb6876a022f70f83d352cfb5f7ae78dd58		2	15555	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9fc1014a8fa494d7391e32093d9afc3cfd5534aa		2	15555	0	0.0	1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413a61bffbb834bc03621e670b9e6f19c82bc462		2	15555	0	0.0	2	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b7c7fc444cf411081c75416368fae5f0f825e3f9		2	15555	0	0.0	1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f512b2944338378f10a56f94d59f7101afa3e33a		2	15555	0	0.0	1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86909e57edb12c0178aeabf06917f8933540350b		2	15555	0	0.0	2	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ea2982ac3139790dafed014fd0fac0894317971d		2	15555	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3770ae927282dd635bdc66cead865300bed9889c		2	15555	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20acdf814a297c8f1c925cb3ce404ffdd9f44863		2	15555	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2db166c1487b8d5acbd0ae70efdf14c01f4555b3		2	15555	0	0.0	1	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24e5e371012db95bef10e55c63c05925b63b074c		2	15555	0	0.0	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26f27694684047317bc0cd539b8a3261f47873ea		3	86663	0	0.0	1	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3cff0f95bf6065307fda334c47992c3a6d762ff0		3	86663	0	0.0	1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e141a98fd3f72b9cb6d8eba386d72c3292679579		3	86663	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49b0092e2b2e15fea1cb638781c4399b65aa0773		3	86663	0	0.0	3	3	0.0	0.0	33.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4cb27c0966be4ce96d9eadf4787098915c4ba1b9		3	86663	0	0.0	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d2c08f62ae8deb3271f1333d124fbf8eed35c17e		3	86663	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6553dd0aa53bf582265ef70b6b88fdbf43b7f2bd		3	86663	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4463fb17d04f9559485d885eba9c423f15b3c9d7		3	86663	0	0.0	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1bcdd2479a25374858f1f4a1371ce2e132194b39		3	86663	0	0.0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43088663484ef7c4771c17ede665e67196a9c5e8		3	86663	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ed6d051e2c06da2764a373e642972a5e91f4edb5		3	86663	0	0.0	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33	66.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52ce0a3bb9cdb91d650fbc944a57233ad875450f		3	86663	0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0
eb6f22c4312deb67617c10027bc9266bda597055		3	86663	0	0.0	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1afe14948644bfb83330e1ffad621d8243a88b44		3	86663	0	0.0	1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b251709ac1f7d16a9023e68a5e6937e5a0ea00dd		3	86663	0	0.0	1	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f43b7f082855acd222eb8585718434bab72f1f5a		3	86663	0	0.0	1	2	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78b7a50f23ce0710db196521884d86cc303bc182		3	86663	0	0.0	1	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0104e36d4ba32c02e821986dcacdb2ede1839c6c		3	86663	0	0.0	1	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31067e5ef1180dc57734bf32f420f45dda0e7368		3	86663	0	0.0	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f3fd6273fee44d1cc1aba502cf56aaea4b59d22c		3	86663	0	0.0	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1b913ba6671f0210e7f1ebaff203f57a31e2fe51		4	6984	0	0.0	14	448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23	0.0
7433d2efc4a6979aa0f44af29e6e4c118ede9068		4	6984	0	0.0	1	17577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5cc5541fd835348a645b3a7828e04fcce0ce03dd		4	6984	9	53.33	6	311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e6a944c673e4e1f696b89b13d6710b9d75b496db		4	6984	0	0.0	21	144	0.0	0.0	11.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55c06d181b0844e3efcd9c21339cf05f8875083c		4	6984	0	0.0	3	409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
706bb65062740be5b5491a92b5f8065f19258e47		4	6984	0	0.0	25	264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9c8e01d851f1ec53eefbf89647f23e3c7903a6d5		4	6984	0	0.0	9	248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7738fdc786c0de426918d48fcfbe75d72f1c5b46		4	6984	0	0.0	5	329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b1aee4b3876bbdc319a75726363c809953d71ede		4	6984	0	0.0	39	472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0
b3256631f74dacd0b696505335a7d776bb9d303e		4	6984	0	0.0	83	941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
2f6cd661757c64019b4b4b7445409b35a50d15fa		4	6984	0	0.0	29	436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b2eb2ae9b37772e794f093d62be89c65ceb00f95		4	6984	0	0.0	11	1934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
6c71953b543cd15e611b2cc05178902e0e4afe42		4	6984	0	0.0	2	20269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97d990f0532f750268b63d36f2e450859fb24ebd		4	6984	0	0.0	6	310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
701a80f451a62aadf4eeb21f371b45424821582b		4	6984	0	0.0	1	1608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c7214084a0f44c3aa8e3cf2b8ad0c7b405bbd91a		4	6984	0	0.0	36	2435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0
c37683ee357e5d736c4635f3f18ea00f04c105d2		4	6984	0	0.0	11	729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40024f6477a96ed5c3a5dc7b45521b88c55f9f03		4	6984	0	0.0	1	673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4ea6483ccf7c9568dc8a487114590be9e4771fb4		4	6984	0	0.0	3	495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bb01c2244051f653c0f226ae01dd0371d369c1ee		4	6984	0	0.0	10	610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b866e98dad18c1d7ec123e052d52af396fd948c3		5	5220	0	0.0	1	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a0440ea4acdc882ff8aef8a9b86aa04d1a0cbf58		5	5220	0	0.0	1	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4543c2ac7a5abc76af348d30c034fe4e207851c4		5	5220	0	0.0	6	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a25d581340e1f102672b690e35ba84fc24ce872f		5	5220	0	0.0	1	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4448ffb6368ed18eec82eda1ba5b60691aa0d3fe		5	5220	0	0.0	3	65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b6eb427a47df4fbff7bd090855d59a0ae05507f9		5	5220	0	0.0	13	31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.09	0.0	0.0	0.0	12.9	0.0	0.0	0.0	0.0
79c38ed2d0a5aa675cf05aa7341c8335a6406e3a		5	5220	0	0.0	1	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22bf6b1c0ecdb3507692326d0769bd3b12c17637		5	5220	0	0.0	1	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2de9d378128f1ff0365c9d05cbc4840179631549		5	5220	0	0.0	1	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ce070042045366bab406fad858800f2ee553e6a0		5	5220	0	0.0	2	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01ad5805a224fa7a4e47f4c43ed91a9b43fdfbd3		5	5220	0	0.0	27	89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53401e29ea902d4f1c9b1276431513c673b6b159		5	5220	0	0.0	10	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
abfd2afa8b2841199d80e707279b7314d6612cae		5	5220	0	0.0	2	72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5500b984403ff31d01d8283a756d5373977c779f		5	5220	0	0.0	4	215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2ff02d2374d76b54b9a7afedb3a99e416ff39776		5	5220	0	0.0	14	97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09	65.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54b3f94900d7f5e099ccad8e17ccbb55c7c73e80		5	5220	0	0.0	7	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a0ec84383218ea80b4c0b99e09710fae182a2379		5	5220	0	0.0	3	84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09db72a6155e1d9bdec41387b3a4dd746619ccf0		5	5220	0	0.0	1	131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72a447b3c5f0c65b411e1121de1bbc5f88c0bd70		5	5220	0	0.0	5	113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42	95.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
283f0c0d6431c0b742302e8d4d2f838583ab83c3		5	5220	0	0.0	10	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
308ca2479c0f5987f65365e924c0a45fba4e916d		6	2095	0	0.0	15	59	0.0	96.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38	0.0
f8b15c2fc5e130ad7b8e903281f02c0772376669		6	2095	0	0.0	10	170	0.0	98.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a9f4d1401059146a70ab04f087c2f3b5aa84e228		6	2095	0	0.0	2	59	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
