"owner","repo_name","java_commits"
"XoplaxOS","android_packages_apps_Eleven","1869"
"YeshiwasT","leetCode","248"
"YoiEkjcU","mybatis-spring","2288"
"YuYangWoo","P-Project","32"
"Zachac","RepeatRecipe","29"
"Zahlii","Semantic-Web-Question-Answering","706"
"ZeusWPI","Tappb","559"
"Zialus","LP-Snake","106"
"Zialus","LP-mED","206"
"Zialus","SD-DistributedFileSystem","263"
"Zlika","reproducible-build-maven-plugin","165"
"Zoiazakharova","JavaProgrammingBatch25","940"
"a13922831002","bilibili-","410"
"a8s287","LINE","2049"
"aadnk","ProtocolLib","4924"
"aafwu00","netflix-evcache-spring","923"
"aaroncolaco","java-assignments","66"
"aatxe","Ultimate-Ascent","391"
"ab-10","Hawk","266"
"abelgomez","tt-rss-android","2856"
"abhirocks1211","AndroidViewAnimations","312"
"abhishek97s","Interview-Preperation","2828"
"ably","ably-asset-tracking-android","129"
"acmerobotics","road-runner","2"
"acrylic-style","CraftBukkit","12448"
"adafruit","Bluefruit_LE_Connect_Android_V2","336"
"adamAllaround","Booking","502"
"adamarla","documentMaster","408"
"addisonElliott","SegmentedButton","269"
"addx-open","android-demo","416"
"adoptium","temurin-build","36"
"adorsys","keycloak-config-cli","2365"
"aeduin","mc-mod-alchemists-dream","21"
"aerospike","aerospike-client-java","5712"
"agatti","SleighIDEA","185"
"agiledevday","add2012","292"
"agonyforge","arbitrader","583"
"agorapulse","grails-aws-sdk","4"
"agustin-golmar","Multitier","18"
"ahjsrhj","NotCowLevel","10"
"aint","octopus-autoconfiguration","110"
"airen3339","jadx","8901"
"airlift","slice","348"
"aiven","commons-for-apache-kafka-connect","214"
"aiven","gcs-connector-for-apache-kafka","516"
"aiven","prometheus-exporter-plugin-for-opensearch","146"
"ajiuaInigo","reto6","4691"
"akalini","grpcbridge","238"
"akilinomendez","flutterPlugins","521"
"akshithahm","jfeaturelib","1074"
"alcides","JParCompiler","298"
"ale-f","big-red","3532"
"alejandragillet","Prog-III","352"
"aleksanderwozniak","table_calendar","2"
"aleofreddi","timel","1125"
"alessandroargentierimilkman","day-of-datomic","4"
"alexandre-holzhey-sonarsource","java","1034"
"alexengrig","lambdax","540"
"alexengrig","metter","773"
"alexfays","Test","2282"
"alexmojaki","quiggles","1"
"alexprut","Algo","561"
"alibaba","one-java-agent","257"
"alibaba","simpleel","689"
"alichamouda","jsoup","3319"
"alichamouda","jsoup-final","3540"
"aliwo","SoundTest","177"
"allegro","tradukisto","334"
"allure-framework","allure-gradle","112"
"allure-framework","allure-maven","91"
"alpha-asp","Alpha","4955"
"alpha-prosoft","HikariCP","4296"
"alvarofmk","rpgdamsurvivor","266"
"amikey","jedis","2384"
"amrjlg","common","2745"
"anamika-infosys","jpetstore","199"
"anatawa12","relocator","51"
"andOTP","andOTP","1498"
"andreoss","etoile","1088"
"android","user-interface-samples","230"
"aneesh98","OpenCV-Android-Projects","285"
"aneonex","BitcoinChecker","1233"
"angryBoxProject","angryBox-BE","500"
"anjandev","public-transport-gitlab","9412"
"anovelle","lab-using-git-gswt31-equipo12-tarde","18"
"ansman","kotshi","4"
"antlibs","ant-contrib","1607"
"antlibs","ant-http","411"
"anunnakian","openid4java","998"
"anwarLazaar","anwar","629"
"ao-apps","ao-payments-test","28"
"ao-apps","ao-servlet-util","451"
"ao-apps","noc-monitor","5"
"ao-apps","pragmatickm-procedure-servlet","62"
"ao-apps","semanticcms-autogit-all","10"
"aosp-mirror","platform_packages_apps_calendar","1516"
"aosp-mirror","platform_packages_apps_contacts","1265"
"aosp-mirror","platform_packages_providers_downloadprovider","212"
"aoudiamoncef","apollo-client-maven-plugin","3"
"apache","accumulo-examples","185"
"apache","airavata-data-lake","1045"
"apache","aries-rsa","4044"
"apache","commons-bcel","8611"
"apache","commons-codec","3601"
"apache","commons-imaging","9176"
"apache","commons-jci","977"
"apache","commons-lang","11350"
"apache","commons-release-plugin","338"
"apache","commons-text","2630"
"apache","directory-server","44596"
"apache","geronimo-txmanager","245"
"apache","httpcomponents-core","25024"
"apache","incubator-teaclave-website","1147"
"apache","jackrabbit-filevault","2060"
"apache","jclouds-labs","24011"
"apache","jclouds-labs-aws","578"
"apache","jclouds-labs-openstack","2482"
"apache","maven-archiver","126"
"apache","maven-artifact-transfer","687"
"apache","maven-changes-plugin","747"
"apache","maven-common-artifact-filters","354"
"apache","maven-deploy-plugin","222"
"apache","maven-doxia-sitetools","868"
"apache","maven-indexer","1181"
"apache","maven-release","2114"
"apache","maven-resolver","5177"
"apache","maven-shade-plugin","738"
"apache","maven-site-plugin","1395"
"apache","mina-ftpserver","6172"
"apache","sling-org-apache-sling-adapter","77"
"apache","sling-org-apache-sling-auth-core","363"
"apache","sling-org-apache-sling-engine","544"
"apache","sling-org-apache-sling-installer-core","883"
"apache","sling-org-apache-sling-jcr-base","206"
"apache","sling-org-apache-sling-jcr-resource","1146"
"apache","sling-org-apache-sling-launchpad-base","309"
"apache","sling-org-apache-sling-resourceresolver","1316"
"apache","sling-org-apache-sling-security","83"
"apache","sling-org-apache-sling-serviceusermapper","145"
"apache","sling-org-apache-sling-servlets-get","204"
"apache","sling-org-apache-sling-servlets-resolver","945"
"apache","sling-org-apache-sling-starter","14"
"apache","velocity-engine","4235"
"apache","velocity-tools","2070"
"apiman","apiman-plugins","717"
"apollographql","federation-jvm","304"
"apple","servicetalk","4616"
"appwrite","demo-getstarted-with-android","2"
"aptful","DB_aptful","66"
"ariejan","slick2d","2416"
"arno-hart","owntracks_android","4732"
"arpinum","arpinum-graine-api","686"
"artem-pvl","AndroidTasks.old","2"
"artfultom","vecenta","999"
"as81397333","Interview-Notebook2","44"
"as81397333","interview","2681"
"ascheman","ansible-inventory-java","158"
"asciidoctor","asciidoctor-diagram-java","84"
"asd383","PB","3503"
"ashraghunath","Github_search_engine_play_websockets","214"
"ashu2902","RebertTech","2"
"ashwanthkumar","gocd-slack-build-notifier","182"
"asksven","BetterBatteryStats","462"
"asolfre","android-apktool","2897"
"aspose-words-cloud","aspose-words-cloud-java","19078"
"asteinig4018","mhacks11","59"
"astrolin","ephemeris","288"
"atdl4j","atdl4j","1258"
"atoulme","orion-old","643"
"austintaing","hw2","3103"
"auth0","Lock.Android","3756"
"auth0","auth0-java","1989"
"auth0","auth0-java-mvc-common","201"
"auth0","auth0-spring-security-api","73"
"auth0","java-jwt","1093"
"auth0","jwks-rsa-java","167"
"authzforce","server","129"
"auxBosque","fhir","488"
"avienda1","avienda1-dev","10515"
"avinash-bollepalli","new-repo","2164"
"avinashmunguricb","mylineapp","1388"
"aws","aws-encryption-sdk-java","622"
"aws-cloudformation","cloudformation-resource-schema","104"
"awwong1","gogui-code","10501"
"ayush181000","Java-DSA","189"
"babangburik","mcohen01","1"
"banasiak","CoinFlip","160"
"bardsoftware","ganttproject","44607"
"basilkohler","darep","577"
"bathin-dev","line-test-thinnb","2185"
"batterseapower","mdbi","474"
"bazaarvoice","curator-extensions","298"
"bblwbtd","CoronaPluginsReforge","4"
"bcap","DHT","568"
"bdoubleu86","plugins","550"
"bdunnagan","XidgetSwing","373"
"beanshell","beanshell","2678"
"beesightsoft","bflutter","2"
"belaban","JGroups","31710"
"bellshade","Java","580"
"ben-gibson","GitLink","757"
"benjaminSchilling33","congress_fahrplan","3"
"bharathmit","SpringCloud-MSA","230"
"bichosfelinos","dev-master","273"
"bigcoder84","mybatis-spring-source-annotation","2060"
"binwiederhier","ntfy-android","9"
"biodiv-platform","biodiv-cca","516"
"biojava","biojava-legacy","1945"
"bitbill","merchantApi","12"
"bitwig","bitwig-extensions","2693"
"bjuvensjo","intellij-settings","1"
"blackblather","TP-AMov","312"
"blanksblankss","guava","1072"
"blezek","nifi-dicom","665"
"bluemind","amu_automata_2011","2757"
"bluesoft","bee","7"
"bocchino","DPJ-UR","538"
"bocilmlumpat","mcohen01","1"
"bontric","Tipe-Keyboard","286"
"box","box-java-sdk","1868"
"braintree","popup-bridge-android","114"
"bramhome5848","Algorithm-LeetCode","669"
"brandongallagher1999","McEmployees","176"
"brandongallagher1999","Muse-Projects","14"
"brettwooldridge","HikariCP","4274"
"brevilo","jolm","106"
"briandilley","joraph","453"
"briandilley","jsonrpc4j","684"
"bric3","drain-java","171"
"bric3","fireplace","470"
"bucket4j","bucket4j","5083"
"bunker-inspector","jackdaw","9"
"bunnyblueair","AdGuardForDNSMasq","197"
"burningwave","tools","347"
"burtcorp","athena-jdbc","535"
"burtcorp","jmespath-java","1734"
"bvyas76","flutter_ble","163"
"bwkimmel","jmist","9205"
"bytebeats","base-android-utils","55"
"bytedeco","javacpp","1671"
"c-rack","cbor-java","718"
"cachewolf","cachewolf","11833"
"caelum","restfulie-java","1106"
"camsam132","cautious-spoon","8"
"camsys","nyct-rt-proxy","292"
"camsys","onebusaway-gtfs-modules-flex2","1656"
"cancan101","aFitness","84"
"capicarbone","OldQuotesBook","422"
"carl503","Vorwahlen-Applikation-Backend","1346"
"carlphilipp","chicago-commutes","4881"
"carlpoole","nativeclient-android-thirdparty","162"
"casey-c","FilterTheSpire","340"
"cbeust","jcommander","1011"
"cbeust","sixty","2"
"cdd","bioassay-template","1057"
"cdhrobotics","2022Sesame_2450","340"
"cederberg","mibble","1084"
"centernine","EE-Extension-web3js","260"
"cettia","asity","417"
"cf-testorg","guava-test","1072"
"ch0213","admin-site-server","718"
"changwng","spring-hateoas_1.4.0.2.PLUS","4083"
"charithe","kafka-junit","85"
"chathurawidanage","CS4262-Project","276"
"chengyuxing","rabbit-common","461"
"chenjiazhan6","interviews","2828"
"chentaocc","AndroidViewAnimations","312"
"cherishsince","test","78"
"chilyashev","CrossbarSwitchBinaryHyperCube","458"
"cholojuanito","family-map","685"
"choral-lang","choral","3412"
"chorobaev","mesh-exam","3"
"chovanecm","snow-script-sync","450"
"chrisdennis0913","Vooga-Framework","1153"
"christoph-ding","tdd-tetris-tute","431"
"chriswosnyder","jadx","9123"
"chteuchteu","Blurify","135"
"cismet","belis-client","2258"
"cismet","verdis","1751"
"cjwizard","cjwizard","180"
"clearmatics","neodizk","766"
"clj-commons","clj-yaml","5"
"clj-kondo","clj-kondo","1"
"clojure","core.async","11"
"clojure","core.typed","72"
"clojure","tools.deps.alpha","6"
"cloudregistry","EPP-Launch-Phase-Extension-Specification","8"
"clusterbench","clusterbench","353"
"cnieh49","QM-21-22","176"
"code-with-the-italians","bundel","8"
"code7Z","ickz","2192"
"codehaus","mevenide","13919"
"codehaus-plexus","modello","4871"
"codehaus-plexus","plexus-archiver","1040"
"codehaus-plexus","plexus-components","3277"
"codehaus-plexus","plexus-containers","5579"
"codejsha","application-examples","417"
"coderlss","guava","1072"
"codesearch-github","codesearch","5018"
"codice","imaging-nitf","3054"
"coding-blocks","CBOnlineApp","44"
"cognitect","transit-java","1011"
"collinjackson","firebase-dart-old","14"
"commercetools","commercetools-project-sync","758"
"companieshouse","payments.web.ch.gov.uk","150"
"comtel2000","jfxvnc","542"
"conda-forge","trio-util-feedstock","3638"
"configcat","android-sdk","308"
"configcat","java-sdk","423"
"confluentinc","kafka-connect-storage-common","548"
"confluentinc","rest-utils","466"
"congomongo","congomongo","10"
"consulo","consulo-devkit","2312"
"consulo","consulo-groovy","7321"
"consulo","hub.consulo.io","1575"
"copyonwrite","maven-shade-plugin","735"
"corona-warn-app","cwa-app-android","22"
"corona-warn-app","cwa-server","3026"
"corona10","Vert.x_ToDo","28"
"coursera","metrics-datadog","197"
"cristianmihaicristea","guava","1072"
"cromewar","flutter2","3"
"cronn","cucumber-junit5-selenium-example","52"
"crossmob","cmmanager","869"
"crowdin","crowdin-cli","1702"
"cs203t10-ryverbank","ryver-auth","219"
"ctabin","jotlmsg","78"
"ctooley21","Snapsey","48"
"cugxyy","jfeaturelib","1074"
"cyrax111","testauth","468"
"da0hn","webflux-sandbox","233"
"daadestroyer","java","84"
"dadduedo","dockerprova","2168"
"daimajia","AndroidViewAnimations","314"
"dakrone","cheshire","7"
"daniel1506","StarWars2020","138"
"danielVelasc","velocityClock","254"
"danielnorberg","auto-matter","753"
"danieloginski-bb","github-actions-demo","6"
"danielrcollins1","Arena","425"
"dantonioangela","EzShop","300"
"danubhupi","CNJAVA","163"
"darioielardi","flutter_speed_dial","1"
"davetao","HolographLibrary","236"
"davidheryanto","java","334"
"davidmc24","gradle-avro-plugin","338"
"ddean2009","learn-netty4","566"
"ddean2009","learn-springboot2","163"
"debesheedas","MyMargdarshaka","269"
"decorators-squad","eo-yaml","1991"
"dedis","kyber-java","2095"
"deekshith007gowda","gradle","2018"
"deepakpanda1","dev","198"
"dekermann","DrinkApp","297"
"delphis-inc","delphis_app","2"
"dentmaged","Bukkit","5632"
"derari","miro","3160"
"derari","quid-accidit","1379"
"derfsubterfuge","CSE461","150"
"dergey","auction-backend","532"
"derive4j","derive4j","1076"
"detekt","detekt-intellij-plugin","19"
"detekt","sonar-kotlin","3"
"dev-muuu","Zatch","338"
"developersop","youtubedl","4524"
"deviceinsight","helm-maven-plugin","1"
"dim-blanchard","LPsecurity","697"
"dimovelev","metrics-sampler","1690"
"dinasv","CSBFinder","2253"
"dipjul","Leetcode-Solutions","418"
"divinespear","jpa-schema-gradle-plugin","47"
"divinespear","jpa-schema-maven-plugin","78"
"dkim19375","DkimBukkitCore","81"
"dkorobtsov","LoggingInterceptor","302"
"dlh123","okio","611"
"dlsc-software-consulting-gmbh","PreferencesFX","1898"
"dltmdan92","thisiscodingtest","105"
"dmandalidis","docker-client","2773"
"dmcow","quartz","1723"
"dmgerman","guava","680"
"dmp265","crail-fuse","255"
"docker-java","docker-java","8719"
"dodona-edu","judge-java12","287"
"doerfli","hacked","747"
"doitroot","kubernetes-plugin","1778"
"dong-minkim","JpetStore_SE","354"
"dong706","CorbaDemo","3063"
"donghae0414","jsoup","2210"
"donghongwei-lingo","chewie","1"
"dongkii","Self-Improvement","33"
"dotanuki-labs","norris","4"
"dougkeen","BartRunnerAndroid","485"
"draekko","android_packages_apps_GmsCore_no_expnot","4025"
"drallgood","jpasskit","1213"
"drewnoakes","metadata-extractor","4866"
"dropwizard","dropwizard-kafka","196"
"dropwizard","dropwizard-protobuf","69"
"dropwizard","dropwizard-redis","142"
"drwetter","testssl.sh","1"
"dschanoeh","Kayak","1467"
"dsldevkit","dsl-devkit","1633"
"ducanh3005","do_min","9"
"duytient31","plugins","505"
"duytq94","flutter-chat-demo","1"
"dyskograf","amu_automata_2011","2776"
"dzieciou","curl-logger","201"
"ealden","emersons-game-java","426"
"eaobservatory","observing-tool","7578"
"easymock","objenesis","2289"
"eatpurely","plugins","454"
"eccentricexit","comperio","679"
"eclipse","Xpect","60"
"eclipse","eclemma","554"
"eclipse","gef","16705"
"eclipse","gef-classic","16473"
"eclipse","jkube","6101"
"eclipse","lsp4e","321"
"eclipse","lsp4j","4072"
"eclipse","milo","11671"
"eclipse","transformer","477"
"eclipse","xsemantics","360"
"eclipse","xtext-extras","27470"
"eclipse","xtext-maven","101"
"eclipse","xtext-umbrella","3"
"eclipse","xtext-xtend","9863"
"eclipse-jdt","eclipse.jdt.debug","24798"
"eclipse-linuxtools","org.eclipse.linuxtools.eclipse-build","21"
"eclipse-mirrors","org.eclipse.jdt.debug","24781"
"eclipse-platform","eclipse.platform.debug","26213"
"eclipse-vertx","vertx-tracing","202"
"ecmendenhall","Java-TTT","415"
"eczarny","xmlrpc","37"
"eddturtle","TurtlePlayer","1829"
"edimarvalentin","Meeper","72"
"ef-labs","vertx-cassandra-binarystore","212"
"eincioch","CameraView","2544"
"ejwu","sfh","352"
"ekux44","LampShade","4743"
"elbenj","corpmail","1867"
"electrode-io","electrode-native-manifest","323"
"elixir-oslo","trackfind","1973"
"emacs-lsp","dap-mode","4"
"emeraldpay","dshackle","4"
"emeraldpay","etherjar","1778"
"emilierobichaud1","event-app","193"
"emmods","emcutils","819"
"enegeorge","guava","1072"
"eneim","toro","1754"
"enricocid","Music-Player-GO","509"
"ent-project","ent","880"
"entirej","plugin","3768"
"epirus-io","epirus-cli","1386"
"eranharel","pajamas-proxy","700"
"erda-project","erda-analyzer","614"
"eresearchqut","serverless-search","323"
"eric-erki","-andOTP","1007"
"eric-erki","andOTP","1007"
"erica925","team-generation-project","131"
"erichu2000","TheNonFungible","147"
"ericlin03","intro-bot","2146"
"erikeelde","toggles","592"
"esaulpaugh","headlong","4627"
"esaulpaugh","headlong-android","115"
"esaulpaugh","headlong-cli","167"
"estebanmino","clapp","907"
"etcd-io","jetcd","2932"
"eungjun-yi","learn","14"
"eventeum","eventeum","1738"
"exercism","java","2676"
"fAndreuzzi","TUI-ConsoleLauncher","1316"
"fabiola29298","simop-imt-ucb","172"
"fabric8-analytics","gremlin-docker","1"
"fabric8io","kubernetes-zipkin","6"
"fabriik","xrpl4j","3042"
"failgood","failgood","10"
"failsafe-lib","failsafe","2302"
"fakeNetflix","coinbase-repo-joda-money","536"
"fakeNetflix","indeedeng-repo-job-dsl-plugin","493"
"fakeNetflix","pinterest-repo-secor","813"
"fakeNetflix","square-repo-okio","881"
"fakecoinbase","DreamOfTheRedChamberslashsystem-design","48"
"fakecoinbase","andOTPslashandOTP","1208"
"falzonv","discreet-launcher","928"
"farizamanut","incanter","21"
"fartem","leetcode-java","1927"
"fatosmorina","Algorithmic-Problem-Solving","412"
"fazonbence","Visualization_Assignment1","90"
"federojas","FINAL_POO","263"
"felixoi","sonarqube-community-branch-plugin","977"
"felleslosninger","efm-common","362"
"felleslosninger","efm-dpi-example","984"
"fengyouliang","netty-in-action-sample-code","789"
"ferranastals","console","756"
"ffsouza","jfeaturelib","1074"
"fge","grappa","4168"
"fhircat","FHIROntopOMOP","76"
"fidesmo","fdsm","175"
"filoghost","HolographicDisplays","10221"
"flapdoodle-oss","de.flapdoodle.embed.mongo","2455"
"flapdoodle-oss","de.flapdoodle.embed.process","1026"
"flapdoodle-oss","de.flapdoodle.kfx","25"
"flipkart-incubator","zjsonpatch","275"
"floss50","squid-java","725"
"fluent","kafka-connect-fluentd","124"
"flutter","flutter-intellij","8231"
"fluttercandies","flutter_photo_manager","62"
"flutterchina","dio","5"
"fluttercommunity","backdrop","2"
"fluttercommunity","chewie","1"
"fluttercommunity","flutter_launcher_icons","4"
"flutternetwork","WiFiFlutter","68"
"fmi-faim","fmi-ij2-plugins","152"
"fmtn","a","163"
"fobo66","BookcrossingMobile","531"
"forax","loom-fiber","520"
"forestcontact","signal-cli","2473"
"forge","roaster","2672"
"fornwall","jelf","208"
"fossabot","DadiBot","422"
"fossabot","ExtensionsBukkit","1164"
"fossabot","KnollGewinnt","285"
"fossabot","NotCowLevel","10"
"fossabot","PistonAPI","746"
"fossabot","ash","738"
"fossabot","brapi","819"
"fossabot","geometry-api-java_test","1909"
"fossabot","library","162"
"fossabot","saltynote-service","319"
"fossabot","testra-java-plugins","414"
"fossabot","user_managemant_firstinstance","108"
"foxhoundsk0","openapi-env-testh","3205"
"fppt","jedis-mock","966"
"fr3ts0n","AndrOBD","826"
"franckfaust","InfoVis","483"
"fredericlaurens77","monjpetstore","202"
"freezy","android-xbmcremote","3701"
"freznicek","jaramiko","575"
"funfried","externalcodeformatter_for_netbeans","1044"
"fungiboletus","JTournoi","491"
"fuqi1001","Leetcode","1223"
"gabm","FancyPlaces","270"
"galderz","mendrugo","410"
"ganeshkrishnan1","findmytoilet","148"
"garagepoort","Tubing","629"
"gasstan","testtask","4856"
"gaul","s3proxy","832"
"gautamkb10","NewPipe","5333"
"gauuud","flutter_plugins_google_maps_flutter_ios_bugfix","501"
"gavelproject","gavel","297"
"gazbert","bxbot","2980"
"gboersma","uml-java-doclet","356"
"gbs74","jsoup","2192"
"gelatikmannah","mcohen01","1"
"geoffreywiseman","Moo","595"
"geographiclib","geographiclib-java","322"
"gesofts","netty-socketio","1783"
"getgauge","gauge-gradle-plugin","100"
"getgauge-examples","java-gradle-selenium","74"
"getodk","briefcase","3125"
"getodk","validate","63"
"gettyimages","gettyimages-api_java","489"
"ggrell","RxReactor","2"
"gideon-wade","Gorillas-game","294"
"gimox","flutter_plugins","570"
"gitaroktato","healthcheck-patterns","41"
"gitlab4j","gitlab4j-api","2809"
"gluster","glusterfs-java-filesystem","248"
"gmantele","vollt","1537"
"gmazza","blog-samples","431"
"gmazzo","gradle-buildconfig-plugin","13"
"gmlaxfanatic","ItemExchange","174"
"gnosis","svalinn-kotlin","1"
"go2max","springboot-docker","11"
"godfreydesidery","api","467"
"goekaykaraahmetli","polly","968"
"goftFourth","jedis","2453"
"gojekfarm","beast","711"
"gojekfarm","metrics-statsd","197"
"google","auto","773"
"google","bamboo-soy","822"
"google","protobuf-gradle-plugin","32"
"google","re2j","124"
"google","truth","1217"
"google","turbine","1158"
"googleads","googleads-mobile-android-mediation","2557"
"gopalprashad81","SpringMVC","2700"
"gradle","android-cache-fix-gradle-plugin","1"
"graphfoundation","geequel-shell","1656"
"graphql-java-kickstart","graphql-java-tools","160"
"gravitee-io","gravitee-policy-cache","77"
"greengerong","prerender-java","78"
"greenrobot","EventBus","1024"
"greymd","dotfiles","6"
"griffinbank","rules_clojure","23"
"grmkris","marduk-admin-backend","258"
"grtgmc9","devopsproj","198"
"gsgraf","JPetStore6","198"
"guacamoledragon","throw-voice","127"
"guptaaditya13","geo-fencing-flutter","74"
"guru-packt-project","interview","2828"
"guyco-cider","gradle-project","32"
"gys0000","novelreader","1219"
"haa26","dataentry","360"
"hacking-with-spring-boot","hacking-with-spring-boot-classic-code","1788"
"hadix-lin","ideavim_extension","35"
"halberfan","FTSEngine","521"
"hammerniko","de.itg.hgs.Threads","338"
"hamzah-hayat","MSci-Team-Project","370"
"han-so1omon","home-baked-app","175"
"hao0204","LeetCodeUsingJava","228"
"hap-java","HAP-Java","1684"
"hapaxant","UltimNotFound","8"
"hapifhir","hapi-fhir-jpaserver-starter","523"
"haquangtan84","platform-public-distributions","5"
"harishpalk","Test_Repo","3638"
"hashgraph","hedera-improvement-proposal","2"
"haydensurf","interviews-kdn251","667"
"hboutemy","maven-build-cache-extension-shallow","3087"
"hbz","to.science.labels","397"
"hcsp","common-elements-in-object-list","394"
"hdpe","bowman","966"
"heamanth","jenkin-url","198"
"hecuncun","JTBluetoothwatch","479"
"helderm","songseeker","745"
"helloworld1","FreeOTPPlus","516"
"helloworlde","-spring-cloud-kubernetes-source","1117"
"heroku","webapp-runner","226"
"heuermh","dishevelled-bio","3519"
"hhandoko","cassandra-migration","1087"
"hhu-stups","prob2_kernel","3453"
"hhu-stups","probparsers","3266"
"hhu-stups","tlc4b","1667"
"hibernate","hibernate-reactive","4845"
"hibernate","hibernate-search","85253"
"hierynomus","sshj","2751"
"hiljusti","z","1036"
"himanshuhsshar","Hibernate","466"
"hiptest","hps-cucumber-java","12"
"hispindia","hi-android-tracker-capture","1049"
"hivemq","helm-charts","3"
"hivemq","hivemq-community-edition","6535"
"hivemq","hivemq-kafka-extension-customization-sdk","73"
"hkolbeck","kdl4j","393"
"hlx199802","interviews","2828"
"hmcts","am-role-assignment-batch-service","868"
"hmcts","ccd-client","170"
"hmcts","ccd-config-generator","2845"
"hmcts","ccd-data-store-api","8709"
"hmcts","definition-designer-api-ccdm","2331"
"hmcts","java-logging","262"
"hmcts","rse-cft-lib","279"
"hmcts","sscs-case-loader","1241"
"hneemann","Digital","12960"
"hoehleatsu","microg","3970"
"hoganne","PANDA-Walker","220"
"holgerbrandl","krangl","18"
"homebeaver","SwingSet3-demos","452"
"honkiko","jarjar","563"
"howard12721","Pocky-Battle-Royale","585"
"hoyahozz","Algorithm","197"
"hrldcpr","pcollections","209"
"https-github-com-duck-positive","history-server","160"
"huajianjiang","Android-Studio-Settings","65"
"hub4j","github-api","5255"
"hub4j-test-org","testCreateRelease","4474"
"huijiewei","agile-boot","644"
"husonlab","catlynet","820"
"huyendhtd","jfeaturelib","1074"
"hyperledger","fabric-chaincode-java","204"
"i7mist","SoundRecorder-HSTest","51"
"iBotPeaches","Apktool","5224"
"iRail","BeTrains-for-Android","1550"
"iboxdb","ftserver","659"
"ibrokemypie","mastalab","4906"
"icon-project","icon-sdk-java","871"
"icza","scelight","96"
"igmingo","PruebaGPS","4732"
"igniterealtime","jbosh","247"
"igniterealtime","jxmpp","576"
"igniterealtime","openfire-hazelcast-plugin","525"
"igniterealtime","openfire-sip-plugin","451"
"ij-plugins","ijp-imageio","698"
"imagej","ImageJA","12408"
"imgix","imgix-java","135"
"imhawool","Programmers-Algorithm","3"
"impossibl","pgjdbc-ng","2569"
"imran110219","Java-World","472"
"inFumumVerti","DHBWorld","663"
"inbeacon","InbeaconSdk-android","54"
"inbeacon","inbeacon-sdk-android-example","40"
"incanter","incanter","21"
"infamousSs","zod","371"
"influxdata","influxdb-java","1198"
"intellij-solidity","intellij-solidity","7"
"intermine","intermine-nlp","2"
"inzkhan","NovelReader-Updated","1207"
"iraiders","Robot2022","562"
"irawan09","JAVAConcurrency","860"
"isangu","capstone_client","3343"
"ist-dresden","composum-launch","52"
"isurumadumadawa","android_native_demo_projects","24"
"itemis","xtext-reference-projects","396"
"itext","itext7","35456"
"itisaid","Doris","2"
"itmc-kg","Work.Gm-Gambia","2"
"itsencrypted","OrangeWallet-core","2"
"ivanhoe0","job4j_elementary","151"
"ivoberger","jmusicbot-client","4"
"iwein","spring-integration","16851"
"izeye","spring-boot-throwaway-branches","118"
"j16sdiz","egit-freenet","651"
"jadler-mocking","jadler","673"
"jaegertracing","jaeger-client-java","1246"
"jaehyuen","coding-test-study","3"
"jagadeesh5113111","devop","198"
"jagadeeshboss","jenkins","198"
"jakartaee","rest","2966"
"jakartaee","validation","1371"
"jaliste","unitime","215"
"jameszhao-io","flutter-plugins","861"
"janinko","xmppmuc","455"
"janmotl","linkifier","326"
"jaredsburrows","android-gif-example","771"
"jaredsburrows","retrofit2-synchronous-adapter","94"
"java-irclib","irclib","573"
"javajazz","jazz","1258"
"jazz-community","rtc-git-connector-service","1038"
"jberragan","spark-cassandra-bulkreader","407"
"jbibtex","jbibtex","135"
"jboss-container-images","openjdk","13"
"jboss-logging","log4j-jboss-logmanager","176"
"jbrains","pubmob-EvolutionaryDesignWithoutTests","184"
"jbrains","wbitdd2-PointOfSale-Java-only-UI","442"
"jcabi","jcabi-maven-plugin","187"
"jcgay","dotfiles","32"
"jcgay","maven-color","159"
"jcgay","maven-profiler","149"
"jcgay","send-notification","176"
"jcryptool","crypto","12644"
"jdbi","jdbi","17537"
"jdi-examples","jdi-dark-report-portal-demo","609"
"jeakfrw","jeak-framework","2438"
"jeffreyvoight","jpetstoreDocker","272"
"jenkinsci","allure-plugin","342"
"jenkinsci","artifact-manager-s3-plugin","327"
"jenkinsci","aws-credentials-plugin","42"
"jenkinsci","azure-credentials-plugin","136"
"jenkinsci","azure-storage-plugin","519"
"jenkinsci","bom","8"
"jenkinsci","branch-api-plugin","1103"
"jenkinsci","chucknorris-plugin","48"
"jenkinsci","datadog-plugin","1433"
"jenkinsci","docker-build-publish-plugin","71"
"jenkinsci","ghprb-plugin","1132"
"jenkinsci","git-client-plugin","1828"
"jenkinsci","github-api-plugin","7"
"jenkinsci","gitlab-plugin","1543"
"jenkinsci","jira-plugin","1170"
"jenkinsci","maven-plugin","1398"
"jenkinsci","parameterized-remote-trigger-plugin","326"
"jenkinsci","pipeline-model-definition-plugin","1831"
"jenkinsci","pipeline-utility-steps-plugin","706"
"jenkinsci","promoted-builds-plugin","611"
"jenkinsci","publish-over-cifs-plugin","167"
"jenkinsci","rebuild-plugin","132"
"jenkinsci","redis-fingerprint-storage-plugin","151"
"jenkinsci","remoting","3213"
"jenkinsci","slack-plugin","534"
"jenkinsci","ssh-credentials-plugin","164"
"jenkinsci","tap-plugin","277"
"jenkinsci","testrail-plugin","201"
"jenkinsci","windows-slave-installer-module","34"
